id,label,properties
490,command,"{""﻿commandment_number"": ""490"", ""commandment_concept"": ""Designate cities of refuge and prepare routes of access "", ""commandment_polarity"": ""P"", ""reference_id"": ""DEU 19:3"", ""scripture_english"": ""\""You shall prepare the roads for yourself, and divide into three parts the territory of your land which the LORD your God will give you as a possession, so that any manslayer may flee there."", ""scripture_hebrew"": ""ג תָּכִין לְךָ, הַדֶּרֶךְ, וְשִׁלַּשְׁתָּ אֶת-גְּבוּל אַרְצְךָ, אֲשֶׁר יַנְחִילְךָ יְהוָה אֱלֹהֶיךָ; וְהָיָה, לָנוּס שָׁמָּה כָּל-רֹצֵחַ."", ""scripture_greek"": ""3 στόχασαί σοι τὴν ὁδὸν καὶ τριμεριεῖς τὰ ὅρια τῆς γῆς σου, ἣν καταμερίζει σοι κύριος ὁ θεός σου, καὶ ἔσται καταφυγὴ ἐκεῖ παντὶ φονευτῇ.  "", ""scripture_parashah"": ""Shoftim"", ""sefer_hachinuch_number"": ""520"", ""mishneh_torah_book_number"": ""11"", ""mishneh_torah_book_name"": ""Injuries"", ""mishneh_torah_category"": ""A Murder and the Preservation of Life"", ""p119f_category"": ""Courts, Crimes, and Punishments""}"
491,command,"{""﻿commandment_number"": ""491"", ""commandment_concept"": ""Break the neck of a calf by the river valley following an unsolved murder "", ""commandment_polarity"": ""P"", ""reference_id"": ""DEU 21:4"", ""scripture_english"": ""and the elders of that city shall bring the heifer down to a valley with running water, which has not been plowed or sown, and shall break the heifer's neck there in the valley."", ""scripture_hebrew"": ""ד וְהוֹרִדוּ זִקְנֵי הָעִיר הַהִוא אֶת-הָעֶגְלָה, אֶל-נַחַל אֵיתָן, אֲשֶׁר לֹא-יֵעָבֵד בּוֹ, וְלֹא יִזָּרֵעַ; וְעָרְפוּ-שָׁם אֶת-הָעֶגְלָה, בַּנָּחַל."", ""scripture_greek"": ""4 καὶ καταβιβάσουσιν ἡ γερουσία τῆς πόλεως ἐκείνης τὴν δάμαλιν εἰς φάραγγα τραχεῖαν, ἥτις οὐκ εἴργασται οὐδὲ σπείρεται, καὶ νευροκοπήσουσιν τὴν δάμαλιν ἐν τῇ φάραγγι.  "", ""scripture_parashah"": ""Shoftim"", ""sefer_hachinuch_number"": ""530"", ""mishneh_torah_book_number"": ""11"", ""mishneh_torah_book_name"": ""Injuries"", ""mishneh_torah_category"": ""A Murder and the Preservation of Life"", ""p119f_category"": ""Courts, Crimes, and Punishments""}"
492,command,"{""﻿commandment_number"": ""492"", ""commandment_concept"": ""Do not work nor plant the river valley where an unsolved murder occurred "", ""commandment_polarity"": ""N"", ""reference_id"": ""DEU 21:4"", ""scripture_english"": ""and the elders of that city shall bring the heifer down to a valley with running water, which has not been plowed or sown, and shall break the heifer's neck there in the valley."", ""scripture_hebrew"": ""  וְהוֹרִדוּ זִקְנֵי הָעִיר הַהִוא אֶת־הָעֶגְלָה אֶל־נַחַל אֵיתָן אֲשֶׁר לֹא־יֵעָבֵד בּוֹ וְלֹא יִזָּרֵעַ וְעָרְפוּ־שָׁם אֶת־הָעֶגְלָה בַּנָּחַל׃ ‬"", ""scripture_greek"": ""καὶ καταβιβάσουσιν ἡ γερουσία τῆς πόλεως ἐκείνης τὴν δάμαλιν εἰς φάραγγα τραχεῖαν ἥτις οὐκ εἴργασται οὐδὲ σπείρεται καὶ νευροκοπήσουσιν τὴν δάμαλιν ἐν τῇ φάραγγι"", ""scripture_parashah"": ""Shoftim"", ""sefer_hachinuch_number"": ""531"", ""mishneh_torah_book_number"": ""11"", ""mishneh_torah_book_name"": ""Injuries"", ""mishneh_torah_category"": ""A Murder and the Preservation of Life"", ""p119f_category"": ""Courts, Crimes, and Punishments""}"
493,command,"{""﻿commandment_number"": ""493"", ""commandment_concept"": ""Do not allow pitfalls and obstacles to remain on your property "", ""commandment_polarity"": ""N"", ""reference_id"": ""DEU 22:8"", ""scripture_english"": ""\""When you build a new house, you shall make a parapet for your roof, so that you will not bring bloodguilt on your house if anyone falls from it."", ""scripture_hebrew"": ""ח כִּי תִבְנֶה בַּיִת חָדָשׁ, וְעָשִׂיתָ מַעֲקֶה לְגַגֶּךָ; וְלֹא-תָשִׂים דָּמִים בְּבֵיתֶךָ, כִּי-יִפֹּל הַנֹּפֵל מִמֶּנּוּ."", ""scripture_greek"": ""8 Ἐὰν δὲ οἰκοδομήσῃς οἰκίαν καινήν, καὶ ποιήσεις στεφάνην τῷ δώματί σου· καὶ οὐ ποιήσεις φόνον ἐν τῇ οἰκίᾳ σου, ἐὰν πέσῃ ὁ πεσὼν ἀπ᾿ αὐτοῦ.  "", ""scripture_parashah"": ""Ki Tetze"", ""sefer_hachinuch_number"": ""547"", ""mishneh_torah_book_number"": ""11"", ""mishneh_torah_book_name"": ""Injuries"", ""mishneh_torah_category"": ""A Murder and the Preservation of Life"", ""p119f_category"": ""Courts, Crimes, and Punishments""}"
494,command,"{""﻿commandment_number"": ""494"", ""commandment_concept"": ""Make a guard rail around flat roofs "", ""commandment_polarity"": ""P"", ""reference_id"": ""DEU 22:8"", ""scripture_english"": ""\""When you build a new house, you shall make a parapet for your roof, so that you will not bring bloodguilt on your house if anyone falls from it."", ""scripture_hebrew"": ""  כִּי תִבְנֶה בַּיִת חָדָשׁ וְעָשִׂיתָ מַעֲקֶה לְגַגֶּךָ וְלֹא־תָשִׂים דָּמִים בְּבֵיתֶךָ כִּי־יִפֹּל הַנֹּפֵל מִמֶּנּוּ׃ ס ‬"", ""scripture_greek"": ""ἐὰν δὲ οἰκοδομήσῃς οἰκίαν καινήν καὶ ποιήσεις στεφάνην τῷ δώματί σου καὶ οὐ ποιήσεις φόνον ἐν τῇ οἰκίᾳ σου ἐὰν πέσῃ ὁ πεσὼν ἀπ' αὐτοῦ"", ""scripture_parashah"": ""Ki Tetze"", ""sefer_hachinuch_number"": ""546"", ""mishneh_torah_book_number"": ""11"", ""mishneh_torah_book_name"": ""Injuries"", ""mishneh_torah_category"": ""A Murder and the Preservation of Life"", ""p119f_category"": ""Courts, Crimes, and Punishments""}"
495,command,"{""﻿commandment_number"": ""495"", ""commandment_concept"": ""Do not put a stumbling block before a blind man"", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 19:14"", ""scripture_english"": ""'You shall not curse a deaf man, nor place a stumbling block before the blind, but you shall revere your God; I am the LORD."", ""scripture_hebrew"": ""יד לֹא-תְקַלֵּל חֵרֵשׁ--וְלִפְנֵי עִוֵּר, לֹא תִתֵּן מִכְשֹׁל; וְיָרֵאתָ מֵּאֱלֹהֶיךָ, אֲנִי יְהוָה."", ""scripture_greek"": ""14 οὐ κακῶς ἐρεῖς κωφὸν καὶ ἀπέναντι τυφλοῦ οὐ προσθήσεις σκάνδαλον καὶ φοβηθήσῃ κύριον τὸν θεόν σου· ἐγώ εἰμι κύριος ὁ θεὸς ὑμῶν.  "", ""scripture_parashah"": ""Kedoshim"", ""sefer_hachinuch_number"": ""232"", ""mishneh_torah_book_number"": ""11"", ""mishneh_torah_book_name"": ""Injuries"", ""mishneh_torah_category"": ""A Murder and the Preservation of Life"", ""p119f_category"": ""Courts, Crimes, and Punishments""}"
496,command,"{""﻿commandment_number"": ""496"", ""commandment_concept"": ""Help another remove the load from a beast which can no longer carry it "", ""commandment_polarity"": ""P"", ""reference_id"": ""EXO 23:5"", ""scripture_english"": ""\""If you see the donkey of one who hates you lying helpless under its load, you shall refrain from leaving it to him, you shall surely release it with him."", ""scripture_hebrew"": ""ה כִּי-תִרְאֶה חֲמוֹר שֹׂנַאֲךָ, רֹבֵץ תַּחַת מַשָּׂאוֹ, וְחָדַלְתָּ, מֵעֲזֹב לוֹ--עָזֹב תַּעֲזֹב, עִמּוֹ. {ס}"", ""scripture_greek"": ""5 ἐὰν δὲ ἴδῃς τὸ ὑποζύγιον τοῦ ἐχθροῦ σου πεπτωκὸς ὑπὸ τὸν γόμον αὐτοῦ, οὐ παρελεύσῃ αὐτό, ἀλλὰ συνεγερεῖς αὐτὸ μετ᾿ αὐτοῦ. --  "", ""scripture_parashah"": ""Mishpatim"", ""sefer_hachinuch_number"": ""80"", ""mishneh_torah_book_number"": ""11"", ""mishneh_torah_book_name"": ""Injuries"", ""mishneh_torah_category"": ""A Murder and the Preservation of Life"", ""p119f_category"": ""Morality""}"
497,command,"{""﻿commandment_number"": ""497"", ""commandment_concept"": ""Help others load their beast "", ""commandment_polarity"": ""P"", ""reference_id"": ""DEU 22:4"", ""scripture_english"": ""\""You shall not see your countryman's donkey or his ox fallen down on the way, and pay no attention to them; you shall certainly help him to raise them up."", ""scripture_hebrew"": ""ד לֹא-תִרְאֶה אֶת-חֲמוֹר אָחִיךָ אוֹ שׁוֹרוֹ, נֹפְלִים בַּדֶּרֶךְ, וְהִתְעַלַּמְתָּ, מֵהֶם: הָקֵם תָּקִים, עִמּוֹ. {ס}"", ""scripture_greek"": ""4 οὐκ ὄψῃ τὸν ὄνον τοῦ ἀδελφοῦ σου ἢ τὸν μόσχον αὐτοῦ πεπτωκότας ἐν τῇ ὁδῷ, μὴ ὑπερίδῃς αὐτούς· ἀνιστῶν ἀναστήσεις μετ᾿ αὐτοῦ.  "", ""scripture_parashah"": ""Ki Tetze"", ""sefer_hachinuch_number"": ""541"", ""mishneh_torah_book_number"": ""11"", ""mishneh_torah_book_name"": ""Injuries"", ""mishneh_torah_category"": ""A Murder and the Preservation of Life"", ""p119f_category"": ""Morality""}"
498,command,"{""﻿commandment_number"": ""498"", ""commandment_concept"": ""Do not leave others distraught with their burdens (but to help either load or unload) "", ""commandment_polarity"": ""N"", ""reference_id"": ""DEU 22:4"", ""scripture_english"": ""\""You shall not see your countryman's donkey or his ox fallen down on the way, and pay no attention to them; you shall certainly help him to raise them up."", ""scripture_hebrew"": ""  לֹא־תִרְאֶה אֶת־חֲמוֹר אָחִיךָ אוֹ שׁוֹרוֹ נֹפְלִים בַּדֶּרֶךְ וְהִתְעַלַּמְתָּ מֵהֶם הָקֵם תָּקִים עִמּוֹ׃ ס ‬"", ""scripture_greek"": ""οὐκ ὄψῃ τὸν ὄνον τοῦ ἀδελφοῦ σου ἢ τὸν μόσχον αὐτοῦ πεπτωκότας ἐν τῇ ὁδῷ μὴ ὑπερίδῃς αὐτούς ἀνιστῶν ἀναστήσεις μετ' αὐτοῦ"", ""scripture_parashah"": ""Ki Tetze"", ""sefer_hachinuch_number"": ""540"", ""mishneh_torah_book_number"": ""11"", ""mishneh_torah_book_name"": ""Injuries"", ""mishneh_torah_category"": ""A Murder and the Preservation of Life"", ""p119f_category"": ""Morality""}"
499,command,"{""﻿commandment_number"": ""499"", ""commandment_concept"": ""Buy and sell according to G-d's Law "", ""commandment_polarity"": ""P"", ""reference_id"": ""LEV 25:14"", ""scripture_english"": ""'If you make a sale, moreover, to your friend or buy from your friend's hand, you shall not wrong one another."", ""scripture_hebrew"": ""יד וְכִי-תִמְכְּרוּ מִמְכָּר לַעֲמִיתֶךָ, אוֹ קָנֹה מִיַּד עֲמִיתֶךָ--אַל-תּוֹנוּ, אִישׁ אֶת-אָחִיו."", ""scripture_greek"": ""14 ἐὰν δὲ ἀποδῷ πρᾶσιν τῷ πλησίον σου ἐὰν καὶ κτήσῃ παρὰ τοῦ πλησίον σου, μὴ θλιβέτω ἄνθρωπος τὸν πλησίον·  "", ""scripture_parashah"": ""B'har"", ""sefer_hachinuch_number"": ""336"", ""mishneh_torah_book_number"": ""12"", ""mishneh_torah_book_name"": ""Acquisition"", ""mishneh_torah_category"": ""Sales"", ""p119f_category"": ""Business""}"
500,command,"{""﻿commandment_number"": ""500"", ""commandment_concept"": ""Do not overcharge or underpay for an article "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 25:14"", ""scripture_english"": ""'If you make a sale, moreover, to your friend or buy from your friend's hand, you shall not wrong one another."", ""scripture_hebrew"": ""  וְכִי־תִמְכְּרוּ מִמְכָּר לַעֲמִיתֶךָ אוֹ קָנֹה מִיַּד עֲמִיתֶךָ אַל־תּוֹנוּ אִישׁ אֶת־אָחִיו׃ ‬"", ""scripture_greek"": ""ἐὰν δὲ ἀποδῷ πρᾶσιν τῷ πλησίον σου ἐὰν καὶ κτήσῃ παρὰ τοῦ πλησίον σου μὴ θλιβέτω ἄνθρωπος τὸν πλησίον"", ""scripture_parashah"": ""B'har"", ""sefer_hachinuch_number"": ""337"", ""mishneh_torah_book_number"": ""12"", ""mishneh_torah_book_name"": ""Acquisition"", ""mishneh_torah_category"": ""Sales"", ""p119f_category"": ""Business""}"
501,command,"{""﻿commandment_number"": ""501"", ""commandment_concept"": ""Do not insult or harm anybody with words "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 25:17"", ""scripture_english"": ""'So you shall not wrong one another, but you shall fear your God; for I am the LORD your God."", ""scripture_hebrew"": ""יז וְלֹא תוֹנוּ אִישׁ אֶת-עֲמִיתוֹ, וְיָרֵאתָ מֵאֱלֹהֶיךָ: כִּי אֲנִי יְהוָה, אֱלֹהֵיכֶם."", ""scripture_greek"": ""17 μὴ θλιβέτω ἄνθρωπος τὸν πλησίον καὶ φοβηθήσῃ κύριον τὸν θεόν σου· ἐγώ εἰμι κύριος ὁ θεὸς ὑμῶν.  "", ""scripture_parashah"": ""B'har"", ""sefer_hachinuch_number"": ""338"", ""mishneh_torah_book_number"": ""12"", ""mishneh_torah_book_name"": ""Acquisition"", ""mishneh_torah_category"": ""Sales"", ""p119f_category"": ""Morality""}"
502,command,"{""﻿commandment_number"": ""502"", ""commandment_concept"": ""Do not cheat a foreigner monetarily "", ""commandment_polarity"": ""N"", ""reference_id"": ""EXO 22:21"", ""scripture_english"": ""\""You shall not wrong a stranger or oppress him, for you were strangers in the land of Egypt."", ""scripture_hebrew"": ""כ וְגֵר לֹא-תוֹנֶה, וְלֹא תִלְחָצֶנּוּ: כִּי-גֵרִים הֱיִיתֶם, בְּאֶרֶץ מִצְרָיִם."", ""scripture_greek"": ""21 (22:20) Καὶ προσήλυτον οὐ κακώσετε οὐδὲ μὴ θλίψητε αὐτόν· ἦτε γὰρ προσήλυτοι ἐν γῇ Αἰγύπτῳ. --  "", ""scripture_parashah"": ""Mishpatim"", ""sefer_hachinuch_number"": ""64"", ""mishneh_torah_book_number"": ""1"", ""mishneh_torah_book_name"": ""Knowledge"", ""mishneh_torah_category"": ""Personal Development"", ""p119f_category"": ""Love""}"
503,command,"{""﻿commandment_number"": ""503"", ""commandment_concept"": ""Do not insult or harm a foreigner with words "", ""commandment_polarity"": ""N"", ""reference_id"": ""EXO 22:21"", ""scripture_english"": ""\""You shall not wrong a stranger or oppress him, for you were strangers in the land of Egypt."", ""scripture_hebrew"": ""  וְגֵר לֹא־תוֹנֶה וְלֹא תִלְחָצֶנּוּ כִּי־גֵרִים הֱיִיתֶם בְּאֶרֶץ מִצְרָיִם׃ ‬"", ""scripture_greek"": ""22:20 καὶ προσήλυτον οὐ κακώσετε οὐδὲ μὴ θλίψητε αὐτόν ἦτε γὰρ προσήλυτοι ἐν γῇ αἰγύπτῳ"", ""scripture_parashah"": ""Mishpatim"", ""sefer_hachinuch_number"": ""65"", ""mishneh_torah_book_number"": ""1"", ""mishneh_torah_book_name"": ""Knowledge"", ""mishneh_torah_category"": ""Personal Development"", ""p119f_category"": ""Love""}"
504,command,"{""﻿commandment_number"": ""504"", ""commandment_concept"": ""Purchase a Hebrew slave in accordance with the prescribed laws "", ""commandment_polarity"": ""P"", ""reference_id"": ""EXO 21:2"", ""scripture_english"": ""\""If you buy a Hebrew slave, he shall serve for six years; but on the seventh he shall go out as a free man without payment."", ""scripture_hebrew"": ""ב כִּי תִקְנֶה עֶבֶד עִבְרִי, שֵׁשׁ שָׁנִים יַעֲבֹד; וּבַשְּׁבִעִת--יֵצֵא לַחָפְשִׁי, חִנָּם."", ""scripture_greek"": ""2 ἐὰν κτήσῃ παῖδα Εβραῖον, ἓξ ἔτη δουλεύσει σοι· τῷ δὲ ἑβδόμῳ ἔτει ἀπελεύσεται ἐλεύθερος δωρεάν.  "", ""scripture_parashah"": ""Mishpatim"", ""sefer_hachinuch_number"": ""42"", ""mishneh_torah_book_number"": ""12"", ""mishneh_torah_book_name"": ""Acquisition"", ""mishneh_torah_category"": ""Slaves"", ""p119f_category"": ""Slaves and Servants""}"
505,command,"{""﻿commandment_number"": ""505"", ""commandment_concept"": ""Do not sell a Hebrew as a non-Hebrew is sold "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 25:42"", ""scripture_english"": ""For they are My servants whom I brought out from the land of Egypt; they are not to be sold in a slave sale."", ""scripture_hebrew"": ""מב כִּי-עֲבָדַי הֵם, אֲשֶׁר-הוֹצֵאתִי אֹתָם מֵאֶרֶץ מִצְרָיִם; לֹא יִמָּכְרוּ, מִמְכֶּרֶת עָבֶד."", ""scripture_greek"": ""42 διότι οἰκέται μού εἰσιν οὗτοι, οὓς ἐξήγαγον ἐκ γῆς Αἰγύπτου, οὐ πραθήσεται ἐν πράσει οἰκέτου·  "", ""scripture_parashah"": ""B'har"", ""sefer_hachinuch_number"": ""345"", ""mishneh_torah_book_number"": ""12"", ""mishneh_torah_book_name"": ""Acquisition"", ""mishneh_torah_category"": ""Slaves"", ""p119f_category"": ""Slaves and Servants""}"
506,command,"{""﻿commandment_number"": ""506"", ""commandment_concept"": ""Do not work a Hebrew slave oppressively "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 25:43"", ""scripture_english"": ""'You shall not rule over him with severity, but are to revere your God."", ""scripture_hebrew"": ""מג לֹא-תִרְדֶּה בוֹ, בְּפָרֶךְ; וְיָרֵאתָ, מֵאֱלֹהֶיךָ."", ""scripture_greek"": ""43 οὐ κατατενεῖς αὐτὸν ἐν τῷ μόχθῳ καὶ φοβηθήσῃ κύριον τὸν θεόν σου.  "", ""scripture_parashah"": ""B'har"", ""sefer_hachinuch_number"": ""346"", ""mishneh_torah_book_number"": ""12"", ""mishneh_torah_book_name"": ""Acquisition"", ""mishneh_torah_category"": ""Slaves"", ""p119f_category"": ""Slaves and Servants""}"
507,command,"{""﻿commandment_number"": ""507"", ""commandment_concept"": ""Do not allow a non-Israelite to work a Hebrew slave oppressively "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 25:53"", ""scripture_english"": ""'Like a man hired year by year he shall be with him; he shall not rule over him with severity in your sight."", ""scripture_hebrew"": ""נג כִּשְׂכִיר שָׁנָה בְּשָׁנָה, יִהְיֶה עִמּוֹ; לֹא-יִרְדֶּנּוּ בְּפֶרֶךְ, לְעֵינֶיךָ."", ""scripture_greek"": ""53 ὡς μισθωτὸς ἐνιαυτὸν ἐξ ἐνιαυτοῦ ἔσται μετ᾿ αὐτοῦ· οὐ κατατενεῖς αὐτὸν ἐν τῷ μόχθῳ ἐνώπιόν σου.  "", ""scripture_parashah"": ""B'har"", ""sefer_hachinuch_number"": ""348"", ""mishneh_torah_book_number"": ""12"", ""mishneh_torah_book_name"": ""Acquisition"", ""mishneh_torah_category"": ""Slaves"", ""p119f_category"": ""Slaves and Servants""}"
508,command,"{""﻿commandment_number"": ""508"", ""commandment_concept"": ""Do not have a Hebrew slave do menial slave labor "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 25:39"", ""scripture_english"": ""'If a countryman of yours becomes so poor with regard to you that he sells himself to you, you shall not subject him to a slave's service."", ""scripture_hebrew"": ""לט וְכִי-יָמוּךְ אָחִיךָ עִמָּךְ, וְנִמְכַּר-לָךְ--לֹא-תַעֲבֹד בּוֹ, עֲבֹדַת עָבֶד."", ""scripture_greek"": ""39 Ἐὰν δὲ ταπεινωθῇ ὁ ἀδελφός σου παρὰ σοὶ καὶ πραθῇ σοι, οὐ δουλεύσει σοι δουλείαν οἰκέτου·  "", ""scripture_parashah"": ""B'har"", ""sefer_hachinuch_number"": ""344"", ""mishneh_torah_book_number"": ""12"", ""mishneh_torah_book_name"": ""Acquisition"", ""mishneh_torah_category"": ""Slaves"", ""p119f_category"": ""Slaves and Servants""}"
509,command,"{""﻿commandment_number"": ""509"", ""commandment_concept"": ""Give a Hebrew slave gifts when he goes free "", ""commandment_polarity"": ""P"", ""reference_id"": ""DEU 15:14"", ""scripture_english"": ""\""You shall furnish him liberally from your flock and from your threshing floor and from your wine vat; you shall give to him as the LORD your God has blessed you."", ""scripture_hebrew"": ""יד הַעֲנֵיק תַּעֲנִיק, לוֹ, מִצֹּאנְךָ, וּמִגָּרְנְךָ וּמִיִּקְבֶךָ: אֲשֶׁר בֵּרַכְךָ יְהוָה אֱלֹהֶיךָ, תִּתֶּן-לוֹ."", ""scripture_greek"": ""14 ἐφόδιον ἐφοδιάσεις αὐτὸν ἀπὸ τῶν προβάτων σου καὶ ἀπὸ τοῦ σίτου σου καὶ ἀπὸ τῆς ληνοῦ σου· καθὰ εὐλόγησέν σε κύριος ὁ θεός σου, δώσεις αὐτῷ.  "", ""scripture_parashah"": ""Re'eh"", ""sefer_hachinuch_number"": ""482"", ""mishneh_torah_book_number"": ""12"", ""mishneh_torah_book_name"": ""Acquisition"", ""mishneh_torah_category"": ""Slaves"", ""p119f_category"": ""Slaves and Servants""}"
510,command,"{""﻿commandment_number"": ""510"", ""commandment_concept"": ""Do not send a Hebrew slave away empty-handed "", ""commandment_polarity"": ""N"", ""reference_id"": ""DEU 15:13"", ""scripture_english"": ""\""When you set him free, you shall not send him away empty-handed."", ""scripture_hebrew"": ""יג וְכִי-תְשַׁלְּחֶנּוּ חָפְשִׁי, מֵעִמָּךְ--לֹא תְשַׁלְּחֶנּוּ, רֵיקָם."", ""scripture_greek"": ""13 ὅταν δὲ ἐξαποστέλλῃς αὐτὸν ἐλεύθερον ἀπὸ σοῦ, οὐκ ἐξαποστελεῖς αὐτὸν κενόν·  "", ""scripture_parashah"": ""Re'eh"", ""sefer_hachinuch_number"": ""481"", ""mishneh_torah_book_number"": ""12"", ""mishneh_torah_book_name"": ""Acquisition"", ""mishneh_torah_category"": ""Slaves"", ""p119f_category"": ""Slaves and Servants""}"
511,command,"{""﻿commandment_number"": ""511"", ""commandment_concept"": ""Redeem Israelite maidservants "", ""commandment_polarity"": ""P"", ""reference_id"": ""EXO 21:8"", ""scripture_english"": ""\""If she is displeasing in the eyes of her master who designated her for himself, then he shall let her be redeemed. He does not have authority to sell her to a foreign people because of his unfairness to her."", ""scripture_hebrew"": ""ח אִם-רָעָה בְּעֵינֵי אֲדֹנֶיהָ, אֲשֶׁר-לא (לוֹ) יְעָדָהּ--וְהֶפְדָּהּ: לְעַם נָכְרִי לֹא-יִמְשֹׁל לְמָכְרָהּ, בְּבִגְדוֹ-בָהּ."", ""scripture_greek"": ""8 ἐὰν μὴ εὐαρεστήσῃ τῷ κυρίῳ αὐτῆς ἣν αὑτῷ καθωμολογήσατο, ἀπολυτρώσει αὐτήν· ἔθνει δὲ ἀλλοτρίῳ οὐ κύριός ἐστιν πωλεῖν αὐτήν, ὅτι ἠθέτησεν ἐν αὐτῇ.  "", ""scripture_parashah"": ""Mishpatim"", ""sefer_hachinuch_number"": ""44"", ""mishneh_torah_book_number"": ""12"", ""mishneh_torah_book_name"": ""Acquisition"", ""mishneh_torah_category"": ""Slaves"", ""p119f_category"": ""Slaves and Servants""}"
512,command,"{""﻿commandment_number"": ""512"", ""commandment_concept"": ""Betroth the Israelite maidservant "", ""commandment_polarity"": ""P"", ""reference_id"": ""EXO 21:8"", ""scripture_english"": ""\""If she is displeasing in the eyes of her master who designated her for himself, then he shall let her be redeemed. He does not have authority to sell her to a foreign people because of his unfairness to her."", ""scripture_hebrew"": ""  אִם־רָעָה בְּעֵינֵי אֲדֹנֶיהָ אֲשֶׁר־*לא **לוֹ יְעָדָהּ וְהֶפְדָּהּ לְעַם נָכְרִי לֹא־יִמְשֹׁל לְמָכְרָהּ בְּבִגְדוֹ־בָהּ׃ ‬"", ""scripture_greek"": ""ἐὰν μὴ εὐαρεστήσῃ τῷ κυρίῳ αὐτῆς ἣν αὑτῷ καθωμολογήσατο ἀπολυτρώσει αὐτήν ἔθνει δὲ ἀλλοτρίῳ οὐ κύριός ἐστιν πωλεῖν αὐτήν ὅτι ἠθέτησεν ἐν αὐτῇ"", ""scripture_parashah"": ""Mishpatim"", ""sefer_hachinuch_number"": ""43"", ""mishneh_torah_book_number"": ""12"", ""mishneh_torah_book_name"": ""Acquisition"", ""mishneh_torah_category"": ""Slaves"", ""p119f_category"": ""Slaves and Servants""}"
513,command,"{""﻿commandment_number"": ""513"", ""commandment_concept"": ""The master must not sell his maidservant "", ""commandment_polarity"": ""N"", ""reference_id"": ""EXO 21:8"", ""scripture_english"": ""\""If she is displeasing in the eyes of her master who designated her for himself, then he shall let her be redeemed. He does not have authority to sell her to a foreign people because of his unfairness to her."", ""scripture_hebrew"": ""  אִם־רָעָה בְּעֵינֵי אֲדֹנֶיהָ אֲשֶׁר־*לא **לוֹ יְעָדָהּ וְהֶפְדָּהּ לְעַם נָכְרִי לֹא־יִמְשֹׁל לְמָכְרָהּ בְּבִגְדוֹ־בָהּ׃ ‬"", ""scripture_greek"": ""ἐὰν μὴ εὐαρεστήσῃ τῷ κυρίῳ αὐτῆς ἣν αὑτῷ καθωμολογήσατο ἀπολυτρώσει αὐτήν ἔθνει δὲ ἀλλοτρίῳ οὐ κύριός ἐστιν πωλεῖν αὐτήν ὅτι ἠθέτησεν ἐν αὐτῇ"", ""scripture_parashah"": ""Mishpatim"", ""sefer_hachinuch_number"": ""45"", ""mishneh_torah_book_number"": ""12"", ""mishneh_torah_book_name"": ""Acquisition"", ""mishneh_torah_category"": ""Slaves"", ""p119f_category"": ""Slaves and Servants""}"
514,command,"{""﻿commandment_number"": ""514"", ""commandment_concept"": ""Canaanite slaves must work forever unless injured in one of their limbs "", ""commandment_polarity"": ""P"", ""reference_id"": ""LEV 25:46"", ""scripture_english"": ""'You may even bequeath them to your sons after you, to receive as a possession; you can use them as permanent slaves. But in respect to your countrymen, the sons of Israel, you shall not rule with severity over one another."", ""scripture_hebrew"": ""מו וְהִתְנַחַלְתֶּם אֹתָם לִבְנֵיכֶם אַחֲרֵיכֶם, לָרֶשֶׁת אֲחֻזָּה--לְעֹלָם, בָּהֶם תַּעֲבֹדוּ; וּבְאַחֵיכֶם בְּנֵי-יִשְׂרָאֵל אִישׁ בְּאָחִיו, לֹא-תִרְדֶּה בוֹ בְּפָרֶךְ. {ס}"", ""scripture_greek"": ""καὶ καταμεριεῖτε αὐτοὺς τοῖς τέκνοις ὑμῶν μεθ᾿ ὑμᾶς, καὶ ἔσονται ὑμῖν κατόχιμοι εἰς τὸν αἰῶνα· τῶν ἀδελφῶν ὑμῶν τῶν υἱῶν Ισραηλ ἕκαστος τὸν ἀδελφὸν αὐτοῦ οὐ κατατενεῖ αὐτὸν ἐν τοῖς μόχθοις.  "", ""scripture_parashah"": ""B'har"", ""sefer_hachinuch_number"": ""347"", ""mishneh_torah_book_number"": ""12"", ""mishneh_torah_book_name"": ""Acquisition"", ""mishneh_torah_category"": ""Slaves"", ""p119f_category"": ""Slaves and Servants""}"
